Last Published Date,List Ranking,Prior List Ranking,Ranking Criteria,Ranking Info,Classification,Record Name,Address 1,City,State,Zip,Latitude,Longitude,Year Founded,Employees,Emp Count Source,Emp Count Timeframe,Emp Count Timestamp,Revenue,Revenue Source,Revenue Timeframe,Revenue Last Updated,Business Description
7/15/2022 0:00,5,,Local employees,11500,Employers and Who's Who,Northrop Grumman Corp.,1580A W. Nursery Road,Linthicum,Maryland,21090,39.2051077,-76.6527456,1938,90000,# employees,2022-Q2,7/6/2022,35700000000,Revenue,2021,2/7/2022,"Northrop Grumman is a technology company, focused on global security and human discovery. Our pioneering solutions equip our customers with capabilities they need to connect, advance, and protect the U.S. and its allies. Driven by a shared purpose to solve our customers’ toughest problems, our 90,000 employees define possible every day."
7/15/2022 0:00,5,,Local employees,11500,Employers and Who's Who,Northrop Grumman Corp.,1580A W. Nursery Road,Linthicum,Maryland,21090,39.2051077,-76.6527456,1938,90000,# employees,2022-Q2,7/6/2022,35700000000,Revenue,2021,2/7/2022,"Northrop Grumman is a technology company, focused on global security and human discovery. Our pioneering solutions equip our customers with capabilities they need to connect, advance, and protect the U.S. and its allies. Driven by a shared purpose to solve our customers’ toughest problems, our 90,000 employees define possible every day."
7/15/2022 0:00,5,,Local employees,11500,Employers and Who's Who,Northrop Grumman Corp.,1580A W. Nursery Road,Linthicum,Maryland,21090,39.2051077,-76.6527456,1938,90000,# employees,2022-Q2,7/6/2022,35700000000,Revenue,2021,2/7/2022,"Northrop Grumman is a technology company, focused on global security and human discovery. Our pioneering solutions equip our customers with capabilities they need to connect, advance, and protect the U.S. and its allies. Driven by a shared purpose to solve our customers’ toughest problems, our 90,000 employees define possible every day."
7/15/2022 0:00,6,,Local employees,11480,Employers and Who's Who,MedStar Health,10980 Grantchester Way,Columbia,Maryland,21044,39.211064,-76.865849,1998,32389,# employees,2022-Q2,7/6/2022,6.73,Revenue,2021,2/16/2022,"MedStar Health is a not-for-profit health system dedicated to caring for people in Maryland and the Washington, D.C., region, while advancing the practice of medicine through education, innovation and research. MedStar Health's 32,000 associates, 5,000 affiliated physicians, 10 hospitals, ambulatory care and 33 urgent care centers, and the MedStar Health Research Institute are recognized regionally and nationally for excellence in medical care. As the medical education and clinical partner of Georgetown University, MedStar trains more than 1,100 medical residents annually. MedStar Health’s patient-first philosophy combines care, compassion and clinical excellence with an emphasis on customer service."
7/15/2022 0:00,7,,Local employees,5800,Employers and Who's Who,Luminis Health,2001 Medical Parkway,Annapolis,Maryland,21401,38.9901193,-76.5341984,1902,6600,# employees,2022,2/10/2022,1000000000,Revenue,2020,7/7/2021,"Luminis Health is a non-profit regional health system headquartered in Annapolis, Maryland. Comprised of Anne Arundel Medical Center, Doctors Community Medical Center, J. Kent McNew Family Medical Center, Pathways and Luminis Health Clinical Enterprise, the system serves a population of 1.5 million residents. With 741 licensed beds, 80+ sites of care and 9,600 team members, Luminis Health generates $1.2 billion in operating revenue as well as contributes $85 million in community benefit. Luminis Health is committed to being a beacon of hope and healing for the region, while igniting new possibilities for how and where health care is delivered. Learn more at LuminisHealth.org and connect with us on LinkedIn, Facebook, Twitter, and Instagram."
7/15/2022 0:00,7,,Local employees,5800,Employers and Who's Who,Luminis Health,2001 Medical Parkway,Annapolis,Maryland,21401,38.9901193,-76.5341984,1902,6600,# employees,2022,2/10/2022,1000000000,Revenue,2020,7/7/2021,"Luminis Health is a non-profit regional health system headquartered in Annapolis, Maryland. Comprised of Anne Arundel Medical Center, Doctors Community Medical Center, J. Kent McNew Family Medical Center, Pathways and Luminis Health Clinical Enterprise, the system serves a population of 1.5 million residents. With 741 licensed beds, 80+ sites of care and 9,600 team members, Luminis Health generates $1.2 billion in operating revenue as well as contributes $85 million in community benefit. Luminis Health is committed to being a beacon of hope and healing for the region, while igniting new possibilities for how and where health care is delivered. Learn more at LuminisHealth.org and connect with us on LinkedIn, Facebook, Twitter, and Instagram."
7/15/2022 0:00,8,,Local employees,5324,Employers and Who's Who,Mercy Health Services,345 St. Paul Place,Baltimore,Maryland,21202,39.2942363,-76.61291,1874,5537,# employees,2022-Q2,7/8/2022,881348000,Revenue,2021,2/9/2022,"Mercy Health Services includes Mercy Medical Center and its growing network of primary/specialty care satellites, as well as Stella Maris, Central MD's largest long-term/geriatric care facility. Mercy has 212 licensed hospital beds."
7/15/2022 0:00,8,,Local employees,5324,Employers and Who's Who,Mercy Health Services,345 St. Paul Place,Baltimore,Maryland,21202,39.2942363,-76.61291,1874,5537,# employees,2022-Q2,7/8/2022,881348000,Revenue,2021,2/9/2022,"Mercy Health Services includes Mercy Medical Center and its growing network of primary/specialty care satellites, as well as Stella Maris, Central MD's largest long-term/geriatric care facility. Mercy has 212 licensed hospital beds."
7/15/2022 0:00,9,,Local employees,5275,Employers and Who's Who,T. Rowe Price Group Inc.,100 E. Pratt St.,Baltimore,Maryland,21202,39.286579,-76.612793,1937,7678,# employees,2022,7/25/2022,7671900000,Revenue,2021,7/25/2022,"T. Rowe Price is a global investment manager that provides a broad array of mutual funds, subadvisory services, and separate account management for individual and institutional investors, retirement plans, and financial intermediaries."
7/15/2022 0:00,9,,Local employees,5275,Employers and Who's Who,T. Rowe Price Group Inc.,100 E. Pratt St.,Baltimore,Maryland,21202,39.286579,-76.612793,1937,7678,# employees,2022,7/25/2022,7671900000,Revenue,2021,7/25/2022,"T. Rowe Price is a global investment manager that provides a broad array of mutual funds, subadvisory services, and separate account management for individual and institutional investors, retirement plans, and financial intermediaries."
7/15/2022 0:00,9,,Local employees,5275,Employers and Who's Who,T. Rowe Price Group Inc.,100 E. Pratt St.,Baltimore,Maryland,21202,39.286579,-76.612793,1937,7678,# employees,2022,7/25/2022,7671900000,Revenue,2021,7/25/2022,"T. Rowe Price is a global investment manager that provides a broad array of mutual funds, subadvisory services, and separate account management for individual and institutional investors, retirement plans, and financial intermediaries."
7/15/2022 0:00,9,,Local employees,5275,Employers and Who's Who,T. Rowe Price Group Inc.,100 E. Pratt St.,Baltimore,Maryland,21202,39.286579,-76.612793,1937,7678,# employees,2022,7/25/2022,7671900000,Revenue,2021,7/25/2022,"T. Rowe Price is a global investment manager that provides a broad array of mutual funds, subadvisory services, and separate account management for individual and institutional investors, retirement plans, and financial intermediaries."
7/15/2022 0:00,10,,Local employees,4857,Employers and Who's Who,Southwest Airlines,2702 Love Field Drive,Dallas,Texas,75235,32.8452861,-96.8623949,,55347,# employees,2017-Q2,8/23/2017,17699000000,Revenue,2013,6/17/2014,
7/15/2022 0:00,10,,Local employees,4857,Employers and Who's Who,Southwest Airlines,2702 Love Field Drive,Dallas,Texas,75235,32.8452861,-96.8623949,,55347,# employees,2017-Q2,8/23/2017,17699000000,Revenue,2013,6/17/2014,
7/15/2022 0:00,10,,Local employees,4857,Employers and Who's Who,Southwest Airlines,2702 Love Field Drive,Dallas,Texas,75235,32.8452861,-96.8623949,,55347,# employees,2017-Q2,8/23/2017,17699000000,Revenue,2013,6/17/2014,
7/15/2022 0:00,10,,Local employees,4857,Employers and Who's Who,Southwest Airlines,2702 Love Field Drive,Dallas,Texas,75235,32.8452861,-96.8623949,,55347,# employees,2017-Q2,8/23/2017,17699000000,Revenue,2013,6/17/2014,
7/15/2022 0:00,10,,Local employees,4857,Employers and Who's Who,Southwest Airlines,2702 Love Field Drive,Dallas,Texas,75235,32.8452861,-96.8623949,,55347,# employees,2017-Q2,8/23/2017,17699000000,Revenue,2013,6/17/2014,
7/15/2022 0:00,11,,Local employees,3665,Employers and Who's Who,Abacus Corp.,610 Gusryan St.,Baltimore,Maryland,21224,39.2851708,-76.5425913,1944,7200,# employees,2022-Q4,2/3/2022,220929998,"Revenue, Companywide",2021,7/5/2022,"Abacus Corporation provides staffing, security, placement and search as well as building maintenance/janitorial services throughout the country.  Founded in Baltimore in 1944, Abacus remains one of the areas largest privately-owned business."
7/15/2022 0:00,11,,Local employees,3665,Employers and Who's Who,Abacus Corp.,610 Gusryan St.,Baltimore,Maryland,21224,39.2851708,-76.5425913,1944,7200,# employees,2022-Q4,2/3/2022,220929998,"Revenue, Companywide",2021,7/5/2022,"Abacus Corporation provides staffing, security, placement and search as well as building maintenance/janitorial services throughout the country.  Founded in Baltimore in 1944, Abacus remains one of the areas largest privately-owned business."
7/15/2022 0:00,11,,Local employees,3665,Employers and Who's Who,Abacus Corp.,610 Gusryan St.,Baltimore,Maryland,21224,39.2851708,-76.5425913,1944,7200,# employees,2022-Q4,2/3/2022,220929998,"Revenue, Companywide",2021,7/5/2022,"Abacus Corporation provides staffing, security, placement and search as well as building maintenance/janitorial services throughout the country.  Founded in Baltimore in 1944, Abacus remains one of the areas largest privately-owned business."
7/15/2022 0:00,11,,Local employees,3665,Employers and Who's Who,Abacus Corp.,610 Gusryan St.,Baltimore,Maryland,21224,39.2851708,-76.5425913,1944,7200,# employees,2022-Q4,2/3/2022,220929998,"Revenue, Companywide",2021,7/5/2022,"Abacus Corporation provides staffing, security, placement and search as well as building maintenance/janitorial services throughout the country.  Founded in Baltimore in 1944, Abacus remains one of the areas largest privately-owned business."
7/15/2022 0:00,12,,Local employees,3425,Employers and Who's Who,Sheppard Pratt,6501 N. Charles St.,Towson,Maryland,21204,39.38743,-76.62411,1891,4581,# employees,2022-Q2,7/12/2022,364780724,Revenue,2021,2/18/2022,"Sheppard Pratt is the largest private, nonprofit provider of mental health, substance use, developmental disability, special education, and social services in the country."
7/15/2022 0:00,12,,Local employees,3425,Employers and Who's Who,Sheppard Pratt,6501 N. Charles St.,Towson,Maryland,21204,39.38743,-76.62411,1891,4581,# employees,2022-Q2,7/12/2022,364780724,Revenue,2021,2/18/2022,"Sheppard Pratt is the largest private, nonprofit provider of mental health, substance use, developmental disability, special education, and social services in the country."
7/15/2022 0:00,12,,Local employees,3425,Employers and Who's Who,Sheppard Pratt,6501 N. Charles St.,Towson,Maryland,21204,39.38743,-76.62411,1891,4581,# employees,2022-Q2,7/12/2022,364780724,Revenue,2021,2/18/2022,"Sheppard Pratt is the largest private, nonprofit provider of mental health, substance use, developmental disability, special education, and social services in the country."
7/15/2022 0:00,13,,Local employees,3405,Employers and Who's Who,Community College of Baltimore County,7201 Rossville Blvd.,Baltimore,Maryland,21237,39.35422,-76.48497,1957,3405,# employees,2022-Q2,7/6/2022,218850401,Revenue,2021,10/12/2021,Two year higher education institution primarily serving Baltimore County and the Baltimore region.
7/15/2022 0:00,13,,Local employees,3405,Employers and Who's Who,Community College of Baltimore County,7201 Rossville Blvd.,Baltimore,Maryland,21237,39.35422,-76.48497,1957,3405,# employees,2022-Q2,7/6/2022,218850401,Revenue,2021,10/12/2021,Two year higher education institution primarily serving Baltimore County and the Baltimore region.
7/15/2022 0:00,13,,Local employees,3405,Employers and Who's Who,Community College of Baltimore County,7201 Rossville Blvd.,Baltimore,Maryland,21237,39.35422,-76.48497,1957,3405,# employees,2022-Q2,7/6/2022,218850401,Revenue,2021,10/12/2021,Two year higher education institution primarily serving Baltimore County and the Baltimore region.
7/15/2022 0:00,13,,Local employees,3405,Employers and Who's Who,Community College of Baltimore County,7201 Rossville Blvd.,Baltimore,Maryland,21237,39.35422,-76.48497,1957,3405,# employees,2022-Q2,7/6/2022,218850401,Revenue,2021,10/12/2021,Two year higher education institution primarily serving Baltimore County and the Baltimore region.
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,14,,Local employees,3400,Employers and Who's Who,Exelon Corp.,1310 Point St.,Baltimore,Maryland,21231,39.2902247,-76.5053898,2012,31518,# employees,2022-Q2,7/25/2022,36347000000,Revenue,2021,7/12/2022,"Exelon is a Fortune 100 company that works in every stage of the energy business: power generation, competitive energy sales, transmission and delivery.  As the nation's leading competitive energy provider, Exelon does business in 48 states, D.C., and Canada and had 2021 revenues of $36 billion.  We employee approximately 31,000 people nationwide.  Exelon operations in Maryland include BGE, Constellation, Exelon Generation, Pepco and Delmarva Power."
7/15/2022 0:00,15,,Local employees,3397,Employers and Who's Who,Towson University,8000 York Road,Towson,Maryland,21252,39.3936229,-76.6071091,1866,3397,# employees,2022-Q4,2/10/2022,499630877,Revenue,2021,2/10/2022,"includes, ft, pt, contracted, Grad Asst, tenured, and non-tenured"
7/15/2022 0:00,15,,Local employees,3397,Employers and Who's Who,Towson University,8000 York Road,Towson,Maryland,21252,39.3936229,-76.6071091,1866,3397,# employees,2022-Q4,2/10/2022,499630877,Revenue,2021,2/10/2022,"includes, ft, pt, contracted, Grad Asst, tenured, and non-tenured"
7/15/2022 0:00,15,,Local employees,3397,Employers and Who's Who,Towson University,8000 York Road,Towson,Maryland,21252,39.3936229,-76.6071091,1866,3397,# employees,2022-Q4,2/10/2022,499630877,Revenue,2021,2/10/2022,"includes, ft, pt, contracted, Grad Asst, tenured, and non-tenured"
7/15/2022 0:00,16,,Local employees,3328,Employers and Who's Who,University of Maryland Baltimore Washington Medical Center,301 Hospital Drive,Glen Burnie,Maryland,21060,39.1376872,-76.6228375,,,,,,,"Revenue, Local, Division",2011,2/4/2014,
7/15/2022 0:00,16,,Local employees,3328,Employers and Who's Who,University of Maryland Baltimore Washington Medical Center,301 Hospital Drive,Glen Burnie,Maryland,21060,39.1376872,-76.6228375,,,,,,,"Revenue, Local, Division",2011,2/4/2014,
7/15/2022 0:00,17,,Local employees,3107,Employers and Who's Who,McCormick & Co. Inc.,24 Schilling Road,Hunt Valley,Maryland,21031,39.4925584,-76.652849,1889,13432,# employees,2022-Q2,8/4/2022,6317900000,Revenue,2021,1/31/2022,"McCormick & Company, Inc. is a global leader in flavor. With our diverse and balanced flavor portfolio, we are ideally positioned to meet the increasing demand for flavor around the world."
7/15/2022 0:00,17,,Local employees,3107,Employers and Who's Who,McCormick & Co. Inc.,24 Schilling Road,Hunt Valley,Maryland,21031,39.4925584,-76.652849,1889,13432,# employees,2022-Q2,8/4/2022,6317900000,Revenue,2021,1/31/2022,"McCormick & Company, Inc. is a global leader in flavor. With our diverse and balanced flavor portfolio, we are ideally positioned to meet the increasing demand for flavor around the world."
7/15/2022 0:00,17,,Local employees,3107,Employers and Who's Who,McCormick & Co. Inc.,24 Schilling Road,Hunt Valley,Maryland,21031,39.4925584,-76.652849,1889,13432,# employees,2022-Q2,8/4/2022,6317900000,Revenue,2021,1/31/2022,"McCormick & Company, Inc. is a global leader in flavor. With our diverse and balanced flavor portfolio, we are ideally positioned to meet the increasing demand for flavor around the world."
7/15/2022 0:00,17,,Local employees,3107,Employers and Who's Who,McCormick & Co. Inc.,24 Schilling Road,Hunt Valley,Maryland,21031,39.4925584,-76.652849,1889,13432,# employees,2022-Q2,8/4/2022,6317900000,Revenue,2021,1/31/2022,"McCormick & Company, Inc. is a global leader in flavor. With our diverse and balanced flavor portfolio, we are ideally positioned to meet the increasing demand for flavor around the world."
7/15/2022 0:00,17,,Local employees,3107,Employers and Who's Who,McCormick & Co. Inc.,24 Schilling Road,Hunt Valley,Maryland,21031,39.4925584,-76.652849,1889,13432,# employees,2022-Q2,8/4/2022,6317900000,Revenue,2021,1/31/2022,"McCormick & Company, Inc. is a global leader in flavor. With our diverse and balanced flavor portfolio, we are ideally positioned to meet the increasing demand for flavor around the world."
